audio_path,transcription,speaker
dataset_fon\parisius\parisius_fongbe_corp015_028.wav,e se xo e a ɖɔ lε,parisius
dataset_fon\parisius\parisius_fongbe_corp015_029.wav,e gbo kwε ɔ hwla,parisius
dataset_fon\parisius\parisius_fongbe_corp015_030.wav,e gbo lan ɖu,parisius
dataset_fon\parisius\parisius_fongbe_corp015_031.wav,e gbo ɖɔ,parisius
dataset_fon\parisius\parisius_fongbe_corp015_032.wav,e gɔn yiyi,parisius
dataset_fon\parisius\parisius_fongbe_corp015_033.wav,e yi trolo jεn a wa,parisius
dataset_fon\parisius\parisius_fongbe_corp015_034.wav,un wa ba yi,parisius
dataset_fon\parisius\parisius_fongbe_corp015_035.wav,a ma yi dɔn a,parisius
dataset_fon\parisius\parisius_fongbe_corp015_036.wav,e ɖɔ nu mi ɖɔ a kun na wa o,parisius
dataset_fon\parisius\parisius_fongbe_corp015_037.wav,un ɖu nu loɔ un ka gɔ xo a,parisius
dataset_fon\parisius\parisius_fongbe_corp015_038.wav,e na ɖu nu ace,parisius
dataset_fon\parisius\parisius_fongbe_corp015_039.wav,fi tε nya elɔ ka gbɔn,parisius
dataset_fon\parisius\parisius_fongbe_corp015_040.wav,e din gbɔn fi,parisius
dataset_fon\parisius\parisius_fongbe_corp015_041.wav,e gbɔn ji ce,parisius
dataset_fon\parisius\parisius_fongbe_corp015_042.wav,wa yi gbɔn fi s,parisius
dataset_fon\parisius\parisius_fongbe_corp015_043.wav,e gbɔn nu glɔ bo wa gɔn ce,parisius
dataset_fon\parisius\parisius_fongbe_corp015_044.wav,ku do gbe ɖe,parisius
dataset_fon\parisius\parisius_fongbe_corp015_045.wav,to ɖetε wε,parisius
dataset_fon\parisius\parisius_fongbe_corp015_046.wav,gbe nyɔ a,parisius
dataset_fon\parisius\parisius_fongbe_corp015_047.wav,un lin nu gege gbɔn gbla tɔn mε,parisius
dataset_fon\parisius\parisius_fongbe_corp015_048.wav,ajɔ gu mi,parisius
dataset_fon\parisius\parisius_fongbe_corp015_049.wav,gbεtɔ na ɖo gbigbε mi wε,parisius
dataset_fon\parisius\parisius_fongbe_corp015_050.wav,mε nε,parisius
dataset_fon\parisius\parisius_fongbe_corp015_051.wav,un mɔ mεti a,parisius
dataset_fon\parisius\parisius_fongbe_corp015_052.wav,mε e un ɖɔ xo xa ɔ,parisius
dataset_fon\parisius\parisius_fongbe_corp015_053.wav,e hεn vi ce gble,parisius
dataset_fon\parisius\parisius_fongbe_corp015_054.wav,un mɔ tε ɖokpo ɖo zun gozwe ɖe mε,parisius
dataset_fon\parisius\parisius_fongbe_corp015_055.wav,dεdε gi nɔ bi,parisius
dataset_fon\parisius\parisius_fongbe_corp015_056.wav,e geze kpεɖe din mε,parisius
dataset_fon\parisius\parisius_fongbe_corp015_057.wav,lε ɖɔ kpεɖe nu mi ɖe ji,parisius
dataset_fon\parisius\parisius_fongbe_corp015_058.wav,e gbo adɔ bo ɖɔ xo,parisius
dataset_fon\parisius\parisius_fongbe_corp015_059.wav,enyi xεsi ɖi we ɔ ayi towe bi gba do,parisius
dataset_fon\parisius\parisius_fongbe_corp015_060.wav,an nya ε nεgbɔn a ɖafɔ ji ce,parisius
dataset_fon\parisius\parisius_fongbe_corp015_061.wav,un nɔ ɖu jε bo nɔ ɖu takin a,parisius
dataset_fon\parisius\parisius_fongbe_corp015_062.wav,gbɔnvε mε mi,parisius
dataset_fon\parisius\parisius_fongbe_corp015_063.wav,vi mεxo ɔ jε gbεvi han do tɔ tɔn ji,parisius
dataset_fon\parisius\parisius_fongbe_corp015_064.wav,lee a ɖe din ɔ e nyɔ nukun ce mε tlala,parisius
dataset_fon\parisius\parisius_fongbe_corp015_065.wav,e gɔ tun fla,parisius
dataset_fon\parisius\parisius_fongbe_corp015_066.wav,e gɔ kɔ nyayi,parisius
dataset_fon\parisius\parisius_fongbe_corp015_067.wav,tɔ ce ku wε zɔn bɔ un ya vi,parisius
dataset_fon\parisius\parisius_fongbe_corp015_068.wav,e xo mi enε wutu wε un ya vi i,parisius
dataset_fon\parisius\parisius_fongbe_corp015_069.wav,ji ja ɔ gbεmε na fa,parisius
dataset_fon\parisius\parisius_fongbe_corp015_070.wav,ɖo ji ja wutu wε un yi azɔmε a,parisius
dataset_fon\parisius\parisius_fongbe_corp015_071.wav,jikun ɖona ja ɖazan tɔn mε,parisius
dataset_fon\parisius\parisius_fongbe_corp015_072.wav,kɔ tɔn gbo ala,parisius
dataset_fon\parisius\parisius_fongbe_corp015_073.wav,e wazɔ hu mi,parisius
dataset_fon\parisius\parisius_fongbe_corp015_074.wav,e hu mεxo mi,parisius
dataset_fon\parisius\parisius_fongbe_corp015_075.wav,un sɔ na nɔ xa mi gaga ɖe ă,parisius
dataset_fon\parisius\parisius_fongbe_corp015_076.wav,un sɔ yi azɔmε a,parisius
dataset_fon\parisius\parisius_fongbe_corp015_077.wav,un na sɔ wa a,parisius
dataset_fon\parisius\parisius_fongbe_corp015_078.wav,ajaka hwe hu awi,parisius
dataset_fon\parisius\parisius_fongbe_corp015_079.wav,mi ma sɔ wa o,parisius
dataset_fon\parisius\parisius_fongbe_corp015_080.wav,e ɖo nu na ɖu wε,parisius
dataset_fon\parisius\parisius_fongbe_corp015_081.wav,e ɖo genu,parisius
dataset_fon\parisius\parisius_fongbe_corp015_082.wav,awi wa bɔ e nε hwevi,parisius
dataset_fon\parisius\parisius_fongbe_corp015_083.wav,a ɖo ɖagbe a,parisius
dataset_fon\parisius\parisius_fongbe_corp015_084.wav,e ɖo gbatε sɔ wε,parisius
dataset_fon\parisius\parisius_fongbe_corp015_085.wav,e nɔ sɔ gbatε,parisius
dataset_fon\parisius\parisius_fongbe_corp015_086.wav,egbe ɔ un kpe alɔ ɖagbe,parisius
dataset_fon\parisius\parisius_fongbe_corp015_087.wav,a ɖo ɖagbe a,parisius
dataset_fon\parisius\parisius_fongbe_corp015_088.wav,e ɖo glo tɔn,parisius
dataset_fon\parisius\parisius_fongbe_corp015_089.wav,wutu ce slɔ fun,parisius
dataset_fon\parisius\parisius_fongbe_corp015_090.wav,mawuxojlatɔ lε ɖesu ɖo fɔngbe kplɔn wε bona do jla mawuxo ɖo to ɔ mε,parisius
dataset_fon\parisius\parisius_fongbe_corp015_091.wav,nε gbɔn,parisius
dataset_fon\parisius\parisius_fongbe_corp015_092.wav,xovε ɖo huhui enε ɔ wutu wε e xɔ nuɖuɖu,parisius
dataset_fon\parisius\parisius_fongbe_corp015_093.wav,e gbε kpo ɖo tunnu tɔn,parisius
dataset_fon\parisius\parisius_fongbe_corp015_094.wav,mεsi kplɔn nu ye cobɔ ye ɖu afɔku,parisius
dataset_fon\parisius\parisius_fongbe_corp015_095.wav,e gɔ gbe,parisius
dataset_fon\parisius\parisius_fongbe_corp015_096.wav,e ɖo mawusi,parisius
dataset_fon\parisius\parisius_fongbe_corp015_097.wav,fina a sii ɖɔ fi e a gosin ɔ nu mi a,parisius
dataset_fon\parisius\parisius_fongbe_corp015_098.wav,un hεn ɔ na blo,parisius
dataset_fon\parisius\parisius_fongbe_corp015_099.wav,eo nyε un kpewu a mε,parisius
dataset_fon\parisius\parisius_fongbe_corp015_100.wav,mɔ jεn wε,parisius
dataset_fon\parisius\parisius_fongbe_corp015_101.wav,e gbla klεklε nu,parisius
dataset_fon\parisius\parisius_fongbe_corp015_102.wav,e gbe yawo,parisius
dataset_fon\parisius\parisius_fongbe_corp015_103.wav,wema ce yi gbe un ja,parisius
dataset_fon\parisius\parisius_fongbe_corp015_104.wav,glo mɔ glo sɔ,parisius
dataset_fon\parisius\parisius_fongbe_corp015_105.wav,glelilε ma nyɔ ze,parisius
dataset_fon\parisius\parisius_fongbe_corp015_106.wav,sɔ gbɔ yi do kan sɔ kan yi do gbɔ,parisius
dataset_fon\parisius\parisius_fongbe_corp015_107.wav,nyɔnu e sin avɔ un yi ɔ,parisius
dataset_fon\parisius\parisius_fongbe_corp015_108.wav,e nɔ gu bo tεnmε tεnmε lε bo nɔ sɔ do akpo mε,parisius
dataset_fon\parisius\parisius_fongbe_corp015_109.wav,un ɖo gbe towe xo wε,parisius
dataset_fon\parisius\parisius_fongbe_corp015_110.wav,e fyɔn nutitε nu mi,parisius
dataset_fon\parisius\parisius_fongbe_corp015_111.wav,e fyɔn nutitε nu mi,parisius
dataset_fon\parisius\parisius_fongbe_corp015_112.wav,mawu ni na mi gbigbɔ,parisius
dataset_fon\parisius\parisius_fongbe_corp015_113.wav,a nɔ blo gbangan din,parisius
dataset_fon\parisius\parisius_fongbe_corp015_114.wav,dεdε sia,parisius
dataset_fon\parisius\parisius_fongbe_corp015_115.wav,e ɖo gankpa ɔ mε,parisius
dataset_fon\parisius\parisius_fongbe_corp015_116.wav,e gbo mi,parisius
dataset_fon\parisius\parisius_fongbe_corp015_117.wav,e gblɔn kudan,parisius
dataset_fon\parisius\parisius_fongbe_corp015_118.wav,e jε adan gblɔn nu kεntɔ tɔn ji,parisius
dataset_fon\parisius\parisius_fongbe_corp015_119.wav,e nyi nukplɔnmεtɔ,parisius
dataset_fon\parisius\parisius_fongbe_corp015_120.wav,e ɖo do gɔngɔn ɖe mε,parisius
dataset_fon\parisius\parisius_fongbe_corp015_121.wav,tɔ ɔ gɔngɔn,parisius
dataset_fon\parisius\parisius_fongbe_corp015_122.wav,zin gɔngɔn,parisius
dataset_fon\parisius\parisius_fongbe_corp015_123.wav,e ɖi sa gbɔn toxo ɔ mε,parisius
dataset_fon\parisius\parisius_fongbe_corp015_124.wav,vi ce ɖo sa ɖi wε ɖo gbεnde mε,parisius
dataset_fon\parisius\parisius_fongbe_corp015_125.wav,e gblɔn adan ɖɔ emi na blo,parisius
dataset_fon\parisius\parisius_fongbe_corp015_126.wav,e sa bogbe ɖo ye,parisius
dataset_fon\parisius\parisius_fongbe_corp015_127.wav,e kanbyɔ mi ɖɔ hwetεnu tɔ ce na wa aji,parisius
dataset_fon\parisius\parisius_fongbe_corp015_128.wav,akwε ɖasi tɔn kpɔ gbobli,parisius
dataset_fon\parisius\parisius_fongbe_corp015_129.wav,akwε ɖo tɔ ce sin vatε mε gbidii,parisius
dataset_fon\parisius\parisius_fongbe_corp015_130.wav,e ɖɔ a na wa,parisius
dataset_fon\parisius\parisius_fongbe_corp015_131.wav,e ɖɔ nu mi ɖɔ tɔ tɔn na wa,parisius
dataset_fon\parisius\parisius_fongbe_corp015_132.wav,un ɖu lan ɖee a xɔ ɔ,parisius
dataset_fon\parisius\parisius_fongbe_corp015_133.wav,un su ɖaxo sɔ we,parisius
dataset_fon\parisius\parisius_fongbe_corp015_134.wav,nyibu klo hu lεngbɔ,parisius
dataset_fon\parisius\parisius_fongbe_corp015_135.wav,totεmε a xwe,parisius
dataset_fon\parisius\parisius_fongbe_corp015_136.wav,wema elɔ ɔ,parisius
dataset_fon\parisius\parisius_fongbe_corp015_137.wav,mε elɔ lε,parisius
dataset_fon\parisius\parisius_fongbe_corp015_138.wav,e kan byɔ ahwlikpɔnuwa ɖɔ axi wε xwe aji nukanbyɔ ɔ xo wε nɔ gɔ nu we a,parisius
dataset_fon\parisius\parisius_fongbe_corp015_139.wav,mε gɔn a xwe,parisius
dataset_fon\parisius\parisius_fongbe_corp015_140.wav,mε tɔn wε,parisius
dataset_fon\parisius\parisius_fongbe_corp015_141.wav,mε wε,parisius
dataset_fon\parisius\parisius_fongbe_corp015_142.wav,mε e un ɖɔ xo na ɔ,parisius
dataset_fon\rose\rose_fongbe_corp005_001.wav,xo ɔ gbla to nu mi,rose
dataset_fon\rose\rose_fongbe_corp005_002.wav,avɔ elɔ gɔ,rose
dataset_fon\rose\rose_fongbe_corp005_003.wav,e kwiji,rose
dataset_fon\rose\rose_fongbe_corp005_004.wav,un do gbe nu we,rose
dataset_fon\rose\rose_fongbe_corp005_005.wav,e ɖu lεsin nusunnu mεvo,rose
dataset_fon\rose\rose_fongbe_corp005_006.wav,vi ce hɔn bo nɔ gbɔn gbegbe,rose
dataset_fon\rose\rose_fongbe_corp005_007.wav,hwlεn mi gan,rose
dataset_fon\rose\rose_fongbe_corp005_008.wav,e ma nyɔ xo ɖo gε,rose
dataset_fon\rose\rose_fongbe_corp005_009.wav,e gbo hwε gblulu,rose
dataset_fon\rose\rose_fongbe_corp005_010.wav,e gbijɔ gbadeti ɔ,rose
dataset_fon\rose\rose_fongbe_corp005_011.wav,nyε wε nyi aklunɔ mawu mitɔn,rose
dataset_fon\rose\rose_fongbe_corp005_012.wav,e ɖo anɔ gbagba ɖakɔn mε,rose
dataset_fon\rose\rose_fongbe_corp005_013.wav,ɖyiɔvi anɔ gbagba wε fan sin nu tɔli gan ɖalaga sin fan ba un ɖe a alɔ e fan sin ɔ ba un ɖe,rose
dataset_fon\rose\rose_fongbe_corp005_014.wav,e nɔ daziin bε nɔ wu fyo a,rose
dataset_fon\rose\rose_fongbe_corp005_015.wav,mi na gbo xɔ ɔ ɖo we,rose
dataset_fon\rose\rose_fongbe_corp005_016.wav,gan tεnwe mε,rose
dataset_fon\rose\rose_fongbe_corp005_017.wav,azɔn gbε sin,rose
dataset_fon\rose\rose_fongbe_corp005_018.wav,afɔkpa ɔ fyɔn mi,rose
dataset_fon\rose\rose_fongbe_corp005_019.wav,e kanbyɔ ε ɖɔ fitε e nɔ yi azɔmε ɖe aji,rose
dataset_fon\rose\rose_fongbe_corp005_020.wav,e ɖe dazɔmε,rose
dataset_fon\rose\rose_fongbe_corp005_021.wav,e gu we,rose
dataset_fon\rose\rose_fongbe_corp005_022.wav,wa se gbe nu mi,rose
dataset_fon\rose\rose_fongbe_corp005_023.wav,bo nukun mitɔn lε nɔ mɔ nu,rose
dataset_fon\rose\rose_fongbe_corp005_024.wav,gadagada kpowun ɔ ayi jεn nyavi ɔ jε sin kεkε ji,rose
dataset_fon\rose\rose_fongbe_corp005_025.wav,e kanbyɔ ɖɔ tɔ tɔn ɖo mɔto ace,rose
dataset_fon\rose\rose_fongbe_corp005_026.wav,e kanbyɔ ye ɖɔ mεjitɔ yetɔn lε nɔ do fongbe aji,rose
dataset_fon\rose\rose_fongbe_corp005_027.wav,sinnu gbla sin mi,rose
dataset_fon\rose\rose_fongbe_corp005_028.wav,e su gbadanu,rose
dataset_fon\rose\rose_fongbe_corp005_029.wav,ye ɖo na wa gbadanu,rose
dataset_fon\rose\rose_fongbe_corp005_030.wav,zinflu do gɔɔn din,rose
dataset_fon\rose\rose_fongbe_corp005_031.wav,e gbε ɖɔ vi tɔn ma yi azɔmε o,rose
dataset_fon\rose\rose_fongbe_corp005_032.wav,gan ɔ ɖɔ nu gbaan,rose
dataset_fon\rose\rose_fongbe_corp005_033.wav,gan ko xo xoxo,rose
dataset_fon\rose\rose_fongbe_corp005_034.wav,lee gbɔn un blo mɔ ɖie,rose
dataset_fon\rose\rose_fongbe_corp005_035.wav,ani gbe a tɔn,rose
dataset_fon\rose\rose_fongbe_corp005_036.wav,cakatu wε tɔn bɔ mi mɔ glo tɔn hla sɔ ε ɖu le ɔ mi mɔ a,rose
dataset_fon\rose\rose_fongbe_corp005_037.wav,go sin fi,rose
dataset_fon\rose\rose_fongbe_corp005_038.wav,nu gugu nε a wa nε,rose
dataset_fon\rose\rose_fongbe_corp005_039.wav,woo gbε,rose
dataset_fon\rose\rose_fongbe_corp005_040.wav,jɔhɔn gugu ɖe nyi egbe zan mε,rose
dataset_fon\rose\rose_fongbe_corp005_041.wav,e fun funfun do ji ce,rose
dataset_fon\rose\rose_fongbe_corp005_042.wav,e ɖo tavo ɔ glɔ,rose
dataset_fon\rose\rose_fongbe_corp005_043.wav,e ɖo wema towe gwlε,rose
dataset_fon\rose\rose_fongbe_corp005_044.wav,e ɖafɔ tɔn lε glɔ,rose
dataset_fon\rose\rose_fongbe_corp005_045.wav,e gan gan ɔ,rose
dataset_fon\rose\rose_fongbe_corp005_046.wav,e gan do ɔ,rose
dataset_fon\rose\rose_fongbe_corp005_047.wav,vi elɔ ɖo govi katoe,rose
dataset_fon\rose\rose_fongbe_corp005_048.wav,e ɖo hun ɔ te gliwun,rose
dataset_fon\rose\rose_fongbe_corp005_049.wav,e glo nu,rose
dataset_fon\rose\rose_fongbe_corp005_050.wav,e gbingbɔn yovozεn,rose
dataset_fon\rose\rose_fongbe_corp005_051.wav,e gbungbɔn klεn nu mi,rose
dataset_fon\rose\rose_fongbe_corp005_052.wav,enε ɔ ko kpe a mε,rose
dataset_fon\rose\rose_fongbe_corp005_053.wav,e gbla nu mε nu mi,rose
dataset_fon\rose\rose_fongbe_corp005_054.wav,lan xwe do geli nɔ xo amyɔsun a,rose
dataset_fon\rose\rose_fongbe_corp005_055.wav,gɔ na tɔn lo,rose
dataset_fon\rose\rose_fongbe_corp005_056.wav,gbεgɔnu wε nu hwε,rose
dataset_fon\rose\rose_fongbe_corp005_057.wav,ye sa vo nu tɔ ce gbɔ ji ce,rose
dataset_fon\rose\rose_fongbe_corp005_058.wav,un ɖo mawu gbe xo wε,rose
dataset_fon\rose\rose_fongbe_corp005_059.wav,jaan ɖo tavo ɔ ji,rose
dataset_fon\rose\rose_fongbe_corp005_060.wav,e fyan mε,rose
dataset_fon\rose\rose_fongbe_corp005_061.wav,e gbo mi do ɖo xwe gbe,rose
dataset_fon\rose\rose_fongbe_corp005_062.wav,ji gbo mi,rose
dataset_fon\rose\rose_fongbe_corp005_063.wav,e fyan mi,rose
dataset_fon\rose\rose_fongbe_corp005_064.wav,e na wa fyan we,rose
dataset_fon\rose\rose_fongbe_corp005_065.wav,e ku fyan mi,rose
dataset_fon\rose\rose_fongbe_corp005_066.wav,ma nu xo towe gba gba o,rose
dataset_fon\rose\rose_fongbe_corp005_067.wav,do kokwe kan sɔ nyi gblεlε,rose
dataset_fon\rose\rose_fongbe_corp006_001.wav,e jε gun,rose
dataset_fon\rose\rose_fongbe_corp006_002.wav,mi ɖo gbesugbesɔ,rose
dataset_fon\rose\rose_fongbe_corp006_003.wav,hlunhlun gbε ɖo fi din,rose
dataset_fon\rose\rose_fongbe_corp006_004.wav,ye jε tagba glolo,rose
dataset_fon\rose\rose_fongbe_corp006_005.wav,nyε wε a xo,rose
dataset_fon\rose\rose_fongbe_corp006_006.wav,un ɖo xo ɖɔ nu we wε,rose
dataset_fon\rose\rose_fongbe_corp006_007.wav,azɔwiwa kpo xoɖiɖɔ kpo ɔ ye ɖo ganmεganmε,rose
dataset_fon\rose\rose_fongbe_corp006_008.wav,gbe tε nε ɖɔ wε mi ɖe nε,rose
dataset_fon\rose\rose_fongbe_corp006_009.wav,hεn dεdε e nɔ ba gidigidi a,rose
dataset_fon\rose\rose_fongbe_corp006_010.wav,e gblɔ sin nu mi,rose
dataset_fon\rose\rose_fongbe_corp006_011.wav,atin ce wini hu towe,rose
dataset_fon\rose\rose_fongbe_corp006_012.wav,e da tu gbla,rose
dataset_fon\rose\rose_fongbe_corp006_013.wav,e da tu gbaan,rose
dataset_fon\rose\rose_fongbe_corp006_014.wav,e da tu gbɔ,rose
dataset_fon\rose\rose_fongbe_corp006_015.wav,e gan,rose
dataset_fon\rose\rose_fongbe_corp006_016.wav,e nu ahan mu bo nɔ dan gɔgɔ,rose
dataset_fon\rose\rose_fongbe_corp006_017.wav,hwi wε ɖɔ xo,rose
dataset_fon\rose\rose_fongbe_corp006_018.wav,un wa gɔn towe,rose
dataset_fon\rose\rose_fongbe_corp006_019.wav,e jayi gbli,rose
dataset_fon\rose\rose_fongbe_corp006_020.wav,e jayi gbiwun,rose
dataset_fon\rose\rose_fongbe_corp006_021.wav,nawe elɔ jε gbε ɖo mεmε bi bo sɔ ɖo nuɖe a,rose
dataset_fon\rose\rose_fongbe_corp006_022.wav,gbadεndεn ɖo funfun wε,rose
dataset_fon\rose\rose_fongbe_corp006_023.wav,hwi wu wε vi ɔ jayi,rose
dataset_fon\rose\rose_fongbe_corp006_024.wav,ahun fun,rose
dataset_fon\rose\rose_fongbe_corp006_025.wav,gan jayi ma bε gbe,rose
dataset_fon\rose\rose_fongbe_corp006_026.wav,e nɔ glɔn ji,rose
dataset_fon\rose\rose_fongbe_corp006_027.wav,badagla jayi ɔ gba jεn nɔ gba,rose
dataset_fon\rose\rose_fongbe_corp006_028.wav,nu ɔ ɖie tɔ gε do ji tɔn e,rose
dataset_fon\rose\rose_fongbe_corp006_029.wav,e hεn alin ɔ gɔn,rose
dataset_fon\rose\rose_fongbe_corp006_030.wav,atin gɔndɔngɔndɔn ji e nɔ gbɔn bo nɔ yi ɖiɖi ɔ ji,rose
dataset_fon\rose\rose_fongbe_corp006_031.wav,xɔ gban ɔ amlɔ nɔ gban a,rose
dataset_fon\rose\rose_fongbe_corp006_032.wav,do nε ɔ gbandaan,rose
dataset_fon\rose\rose_fongbe_corp006_033.wav,e hεn gan ɔ gɔndɔn,rose
dataset_fon\rose\rose_fongbe_corp006_034.wav,e dɔn kan ɔ fyɔn,rose
dataset_fon\rose\rose_fongbe_corp006_035.wav,ali nε ɔ gεdε din,rose
dataset_fon\rose\rose_fongbe_corp006_036.wav,ayi tɔn gεdε,rose
dataset_fon\rose\rose_fongbe_corp006_037.wav,afɔ tɔn gεdε,rose
dataset_fon\rose\rose_fongbe_corp006_038.wav,e gble gba,rose
dataset_fon\rose\rose_fongbe_corp006_039.wav,e xa gwe,rose
dataset_fon\rose\rose_fongbe_corp006_040.wav,e do gudo mi,rose
dataset_fon\rose\rose_fongbe_corp006_041.wav,ye bi fɔn ganji,rose
dataset_fon\rose\rose_fongbe_corp006_042.wav,un ɖu nu ɖebu a,rose
dataset_fon\rose\rose_fongbe_corp006_043.wav,ye ɖo mɔɖɔ gbo wε,rose
dataset_fon\rose\rose_fongbe_corp006_044.wav,a ɖo nyε zun wε,rose
dataset_fon\rose\rose_fongbe_corp006_045.wav,gbεnu wε gbo we,rose
dataset_fon\rose\rose_fongbe_corp006_046.wav,gbɔ nu mi xwii,rose
dataset_fon\rose\rose_fongbe_corp006_047.wav,e nɔ xo su a,rose
dataset_fon\rose\rose_fongbe_corp006_048.wav,nε azɔ towe ɖe gbɔn,rose
dataset_fon\rose\rose_fongbe_corp006_049.wav,un wazɔ,rose
dataset_fon\rose\rose_fongbe_corp006_050.wav,e gɔn azɔ wa,rose
dataset_fon\rose\rose_fongbe_corp006_051.wav,e wazɔ ganji a wε a,rose
dataset_fon\rose\rose_fongbe_corp006_052.wav,e ɖazɔ wa wε myamya,rose
dataset_fon\rose\rose_fongbe_corp006_053.wav,e wu fun gbɔn fi bi,rose
dataset_fon\rose\rose_fongbe_corp006_054.wav,kan ɖe ɔ ɖi ga ɖesu,rose
dataset_fon\rose\rose_fongbe_corp006_055.wav,a ɖɔ xo gbɔ,rose
dataset_fon\rose\rose_fongbe_corp006_056.wav,e hun myɔ gaɖagaɖa,rose
dataset_fon\rose\rose_fongbe_corp006_057.wav,sin sukpɔ ɖo nusunnu ɔ ji gboo,rose
dataset_fon\rose\rose_fongbe_corp006_058.wav,a nɔ fun mε din,rose
dataset_fon\rose\rose_fongbe_corp006_059.wav,nukun ce gba zin,rose
dataset_fon\rose\rose_fongbe_corp006_060.wav,ayi tɔn bi gba do,rose
dataset_fon\rose\rose_fongbe_corp006_061.wav,un mɔ ajijakuzεn ɖokpo bε wlo eɖee bo ci gbloboetwe,rose
dataset_fon\rose\rose_fongbe_corp006_062.wav,a na sixu mɔ gbadamaja klewun ɖe ɖo finε ma ɖu a,rose
dataset_fon\rose\rose_fongbe_corp006_063.wav,gεnnu mɔ lisε glo e kε ɔ mi na kpe,rose
dataset_fon\rose\rose_fongbe_corp006_064.wav,dawe gεgε ɖe wa ba we kpo,rose
dataset_fon\rose\rose_fongbe_corp006_065.wav,asi nabi wε a ɖo,rose
dataset_fon\rose\rose_fongbe_corp006_066.wav,sin gannaganna ɔ bese wε e nɔ hu,rose
dataset_fon\rose\rose_fongbe_corp006_067.wav,e hu eɖee,rose
dataset_fon\rose\rose_fongbe_corp007_001.wav,e ge azɔ tɔn,rose
dataset_fon\rose\rose_fongbe_corp007_002.wav,atin ɔ nɔ dan ginnyaa,rose
dataset_fon\rose\rose_fongbe_corp007_003.wav,go ji,rose
dataset_fon\rose\rose_fongbe_corp007_004.wav,e ɖo do,rose
dataset_fon\rose\rose_fongbe_corp007_005.wav,gbεtɔ vi jεn e nɔ xo mɔ a,rose
dataset_fon\rose\rose_fongbe_corp007_006.wav,kpakpa ɔ xo awa gbagba bo yi,rose
dataset_fon\rose\rose_fongbe_corp007_007.wav,un ɖu gan ni ɖo wezun mε,rose
dataset_fon\rose\rose_fongbe_corp007_008.wav,gbεmε nyɔ,rose
dataset_fon\rose\rose_fongbe_corp007_009.wav,e vivi ɖo gbεmε,rose
dataset_fon\rose\rose_fongbe_corp007_010.wav,vi lɔ nyɔ ɖεkpε,rose
dataset_fon\rose\rose_fongbe_corp007_011.wav,e gbogbo,rose
dataset_fon\rose\rose_fongbe_corp007_012.wav,awu ce gege ɖe lε kwiji bɔ un jlo na nya,rose
dataset_fon\rose\rose_fongbe_corp007_013.wav,xo ɔ gege,rose
dataset_fon\rose\rose_fongbe_corp007_014.wav,e su kpɔ din,rose
dataset_fon\rose\rose_fongbe_corp007_015.wav,azɔ ɔ gege ɖasi ce,rose
dataset_fon\rose\rose_fongbe_corp007_016.wav,a wa nu ɖesu,rose
dataset_fon\rose\rose_fongbe_corp007_017.wav,e nɔ kpɔn nu gbɔɔn,rose
dataset_fon\rose\rose_fongbe_corp007_018.wav,un ɖo gewungewun,rose
dataset_fon\rose\rose_fongbe_corp007_019.wav,lee a wazɔ ganji ɔ a na ɖakwε gege,rose
dataset_fon\rose\rose_fongbe_corp007_020.wav,e ɖo ɖagbe a,rose
